keyword,bill_number
ed,SB0209
spec,SB0210
athlet,SB0210
interscholastic,SB0210
athletic,SB0210
ed,SB0210
SB210,SB0210
organization,SB0210
SB0210,SB0210
procure,SB0211
SB0211,SB0211
energy,SB0211
renew,SB0211
resources,SB0211
SB211,SB0211
procurement,SB0211
SB0212,SB0212
muni,SB0212
municipal,SB0212
SB212,SB0212
cd,SB0212
rot,SB0212
referendum,SB0212
water,SB0213
waterworks,SB0213
disposal,SB0213
systems,SB0213
storm,SB0213
muni,SB0213
sewerage,SB0213
municipal,SB0213
cd,SB0213
combined,SB0213
SB213,SB0213
division,SB0213
SB0213,SB0213
municipal,SB0214
tax,SB0214
use,SB0214
gas,SB0214
SB0214,SB0214
SB214,SB0214
ins,SB0215
SB215,SB0215
title,SB0215
insurance,SB0215
dept,SB0215
SB0215,SB0215
tx,SB0216
income,SB0216
apprenticeship,SB0216
SB216,SB0216
inc,SB0216
tax,SB0216
SB0216,SB0216
military,SB0217
salary,SB0217
sch,SB0217
school,SB0217
cd,SB0217
SB0217,SB0217
service,SB0217
SB217,SB0217
1987,SB0218
court,SB0218
parental,SB0218
termination,SB0218
right,SB0218
SB218,SB0218
juvenile,SB0218
SB0218,SB0218
corr,SB0219
corrections,SB0219
SB0219,SB0219
cd,SB0219
pornography,SB0219
unified,SB0219
SB219,SB0219
child,SB0219
notice,SB0220
SB0220,SB0220
SB220,SB0220
property,SB0220
condominium,SB0220
written,SB0220
condos:default,SB0220
SB221,SB0221
SB0221,SB0221
trust,SB0221
fraud,SB0222
sports,SB0222
wagering,SB0222
SB0222,SB0222
practices,SB0222
business,SB0222
SB222,SB0222
gambling,SB0222
deceptive,SB0222
consumer,SB0222
services,SB0223
professional,SB0223
SB223,SB0223
SB0223,SB0223
selection,SB0223
local,SB0223
mental,SB0224
insanity,SB0224
corr,SB0224
corrections,SB0224
services,SB0224
SB0224,SB0224
guilty,SB0224
concerning,SB0224
cd,SB0224
unified,SB0224
persons,SB0224
SB224,SB0224
reason,SB0224
health,SB0224
found,SB0224
living,SB0225
community,SB0225
make,SB0225
SB0225,SB0225
services,SB0225
integrated,SB0225
lvng,SB0225
department,SB0225
SB225,SB0225
human,SB0225
dhs,SB0225
community-integrated,SB0225
arrangements,SB0225
appropriations,SB0225
SB226,SB0226
tech,SB0226
children,SB0226
services,SB0226
family,SB0226
SB0226,SB0226
SB227,SB0227
info,SB0227
SB0227,SB0227
voucher,SB0227
comptroller,SB0227
"minorities,",SB0228
business,SB0228
SB228,SB0228
disadvantaged,SB0228
"women,",SB0228
disabilities,SB0228
persons,SB0228
sales,SB0228
SB0228,SB0228
enterprise,SB0228
SB0229,SB0229
tech,SB0229
SB229,SB0229
aging,SB0229
tech,SB0230
SB0230,SB0230
insurance,SB0230
SB230,SB0230
regulation,SB0230
wage,SB0231
SB231,SB0231
tech,SB0231
SB0231,SB0231
minimum,SB0231
employment,SB0231
income,SB0232
tech,SB0232
SB232,SB0232
tax,SB0232
revenue,SB0232
SB0232,SB0232
tech,SB0233
care,SB0233
SB233,SB0233
SB0233,SB0233
regulation,SB0233
child,SB0233
1969,SB0233
mental,SB0234
tech,SB0234
specialized,SB0234
health,SB0234
SB0234,SB0234
SB234,SB0234
regulation,SB0234
2013,SB0234
rehabilitation,SB0234
tech,SB0235
care,SB0235
SB0235,SB0235
home,SB0235
regulation,SB0235
SB235,SB0235
nursing,SB0235
aid,SB0236
tech,SB0236
SB236,SB0236
SB0236,SB0236
public,SB0236
SB0237,SB0237
aid,SB0237
tech,SB0237
SB237,SB0237
public,SB0237
SB0238,SB0238
size,SB0238
waterway,SB0238
SB238,SB0238
agency,SB0238
fox,SB0238
boat,SB0238
children,SB0239
services,SB0239
court,SB0239
family,SB0239
SB0239,SB0239
SB239,SB0239
minor,SB0239
juv,SB0239
delinquent,SB0239
reporting,SB0240
cybersecurity,SB0240
SB0240,SB0240
security,SB0240
report,SB0240
credit,SB0240
program,SB0240
SB240,SB0240
agency,SB0240
registration,SB0240
consumer,SB0240
animal,SB0241
"drug,",SB0241
SB0241,SB0241
SB241,SB0241
cosmetic,SB0241
"food,",SB0241
cosmetics,SB0241
testing,SB0241
services,SB0242
SB0242,SB0242
disabilities,SB0242
persons,SB0242
home,SB0242
SB242,SB0242
dhs,SB0242
rehabilitation,SB0242
consumer,SB0242
automated,SB0243
SB0243,SB0243
plate,SB0243
license,SB0243
system,SB0243
SB243,SB0243
alpr,SB0243
data,SB0243
recognition,SB0243
your,SB0244
own,SB0244
SB0244,SB0244
SB244,SB0244
education,SB0244
teacher,SB0244
grow,SB0244
SB0245,SB0245
SB245,SB0245
preferred,SB0245
documents,SB0245
docs,SB0245
govt,SB0245
terminology,SB0245
district,SB0246
SB246,SB0246
contracts,SB0246
SB0246,SB0246
park,SB0246
petroleum,SB0246
dist,SB0246
income,SB0247
tech,SB0247
SB247,SB0247
tax,SB0247
SB0247,SB0247
revenue,SB0247
tech,SB0248
SB248,SB0248
sustainable,SB0248
SB0248,SB0248
agriculture,SB0248
soybean,SB0249
tech,SB0249
SB0249,SB0249
SB249,SB0249
marketing,SB0249
SB250,SB0250
safe,SB0250
SB0250,SB0250
SB0251,SB0251
aid,SB0251
tech,SB0251
SB251,SB0251
public,SB0251
mental,SB0252
tech,SB0252
specialized,SB0252
health,SB0252
SB0252,SB0252
regulation,SB0252
2013,SB0252
SB252,SB0252
rehabilitation,SB0252
tech,SB0253
care,SB0253
SB0253,SB0253
home,SB0253
regulation,SB0253
SB253,SB0253
nursing,SB0253
tech,SB0254
insurance,SB0254
regulation,SB0254
SB254,SB0254
SB0254,SB0254
SB255,SB0255
tech,SB0255
SB0255,SB0255
aging,SB0255
income,SB0256
tech,SB0256
tax,SB0256
SB0256,SB0256
revenue,SB0256
SB256,SB0256
tech,SB0257
care,SB0257
SB257,SB0257
regulation,SB0257
child,SB0257
1969,SB0257
SB0257,SB0257
tech,SB0258
SB0258,SB0258
SB258,SB0258
criminal,SB0258
2012,SB0258
tech,SB0259
SB0259,SB0259
criminal,SB0259
SB259,SB0259
2012,SB0259
general,SB0260
fund,SB0260
affairs,SB0260
SB260,SB0260
ordinary,SB0260
expenses,SB0260
SB0260,SB0260
department,SB0260
2,SB0260
appropriates,SB0260
revenue,SB0260
fy20,SB0260
veterans,SB0260
its,SB0260
dept,SB0260
contingent,SB0260
general,SB0261
fund,SB0261
20,SB0261
SB0261,SB0261
ordinary,SB0261
arts,SB0261
fy,SB0261
expenses,SB0261
2,SB0261
appropriates,SB0261
revenue,SB0261
its,SB0261
council,SB0261
SB261,SB0261
contingent,SB0261
general,SB0262
fund,SB0262
governor’s,SB0262
20,SB0262
management,SB0262
ordinary,SB0262
budget,SB0262
SB262,SB0262
fy,SB0262
expenses,SB0262
SB0262,SB0262
2,SB0262
appropriates,SB0262
revenue,SB0262
gomb,SB0262
its,SB0262
office,SB0262
contingent,SB0262
general,SB0263
fund,SB0263
20,SB0263
capital,SB0263
ordinary,SB0263
SB263,SB0263
fy,SB0263
expenses,SB0263
SB0263,SB0263
board,SB0263
2,SB0263
development,SB0263
appropriates,SB0263
revenue,SB0263
its,SB0263
contingent,SB0263
general,SB0264
fund,SB0264
20,SB0264
commission,SB0264
civil,SB0264
ordinary,SB0264
fy,SB0264
expenses,SB0264
SB264,SB0264
2,SB0264
service,SB0264
appropriates,SB0264
revenue,SB0264
its,SB0264
SB0264,SB0264
contingent,SB0264
general,SB0265
fund,SB0265
20,SB0265
commission,SB0265
ordinary,SB0265
fy,SB0265
expenses,SB0265
SB265,SB0265
2,SB0265
appropriates,SB0265
revenue,SB0265
its,SB0265
SB0265,SB0265
contingent,SB0265
commerce,SB0265
SB266,SB0266
expenses,SB0266
SB0266,SB0266
appropriates,SB0266
trust,SB0266
20,SB0266
fy,SB0266
council,SB0266
general,SB0266
fund,SB0266
response,SB0266
ordinary,SB0266
2,SB0266
its,SB0266
contingent,SB0266
environmental,SB0266
resp,SB0266
revenue,SB0266
drycleaner,SB0266
commission,SB0267
expenses,SB0267
hearing,SB0267
appropriates,SB0267
20,SB0267
comm,SB0267
fy,SB0267
council,SB0267
general,SB0267
fund,SB0267
ordinary,SB0267
2,SB0267
SB267,SB0267
its,SB0267
contingent,SB0267
deaf,SB0267
hard,SB0267
SB0267,SB0267
revenue,SB0267
general,SB0268
fund,SB0268
il,SB0268
20,SB0268
epa,SB0268
environmental,SB0268
ordinary,SB0268
fy,SB0268
expenses,SB0268
SB0268,SB0268
SB268,SB0268
2,SB0268
appropriates,SB0268
revenue,SB0268
its,SB0268
agency,SB0268
protection,SB0268
contingent,SB0268
SB0269,SB0269
general,SB0269
fund,SB0269
guardianship,SB0269
20,SB0269
commission,SB0269
ordinary,SB0269
advocacy,SB0269
fy,SB0269
expenses,SB0269
SB269,SB0269
2,SB0269
appropriates,SB0269
revenue,SB0269
its,SB0269
com,SB0269
contingent,SB0269
museum,SB0270
general,SB0270
fund,SB0270
20,SB0270
ordinary,SB0270
abraham,SB0270
fy,SB0270
expenses,SB0270
library,SB0270
2,SB0270
presidential,SB0270
appropriates,SB0270
revenue,SB0270
lincoln,SB0270
SB0270,SB0270
its,SB0270
SB270,SB0270
contingent,SB0270
general,SB0271
fund,SB0271
20,SB0271
commission,SB0271
rights,SB0271
ordinary,SB0271
fy,SB0271
expenses,SB0271
2,SB0271
appropriates,SB0271
revenue,SB0271
SB0271,SB0271
SB271,SB0271
human,SB0271
its,SB0271
contingent,SB0271
justice,SB0272
expenses,SB0272
appropriates,SB0272
20,SB0272
info,SB0272
fy,SB0272
SB272,SB0272
general,SB0272
fund,SB0272
information,SB0272
ordinary,SB0272
2,SB0272
SB0272,SB0272
authority,SB0272
its,SB0272
auth,SB0272
contingent,SB0272
revenue,SB0272
criminal,SB0272
SB0273,SB0273
expenses,SB0273
appropriates,SB0273
ed,SB0273
educational,SB0273
20,SB0273
fy,SB0273
SB273,SB0273
general,SB0273
fund,SB0273
ordinary,SB0273
labor,SB0273
2,SB0273
board,SB0273
its,SB0273
contingent,SB0273
relations,SB0273
revenue,SB0273
bd,SB0273
general,SB0274
fund,SB0274
sports,SB0274
20,SB0274
SB274,SB0274
ordinary,SB0274
fy,SB0274
expenses,SB0274
facilities,SB0274
2,SB0274
appropriates,SB0274
revenue,SB0274
authority,SB0274
its,SB0274
SB0274,SB0274
contingent,SB0274
SB0275,SB0275
general,SB0275
fund,SB0275
20,SB0275
SB275,SB0275
toll,SB0275
ordinary,SB0275
fy,SB0275
expenses,SB0275
2,SB0275
appropriates,SB0275
revenue,SB0275
authority,SB0275
highway,SB0275
its,SB0275
contingent,SB0275
general,SB0276
fund,SB0276
20,SB0276
ordinary,SB0276
fy,SB0276
expenses,SB0276
SB276,SB0276
SB0276,SB0276
2,SB0276
appropriates,SB0276
revenue,SB0276
disabilities,SB0276
dis,SB0276
its,SB0276
council,SB0276
contingent,SB0276
developmental,SB0276
general,SB0277
fund,SB0277
20,SB0277
ordinary,SB0277
fy,SB0277
expenses,SB0277
2,SB0277
appropriates,SB0277
revenue,SB0277
finance,SB0277
authority,SB0277
SB277,SB0277
SB0277,SB0277
its,SB0277
contingent,SB0277
general,SB0278
fund,SB0278
20,SB0278
SB278,SB0278
ordinary,SB0278
fy,SB0278
expenses,SB0278
board,SB0278
2,SB0278
appropriates,SB0278
revenue,SB0278
policy,SB0278
its,SB0278
procurement,SB0278
SB0278,SB0278
contingent,SB0278
compensation,SB0279
general,SB0279
fund,SB0279
comm,SB0279
commission,SB0279
20,SB0279
ordinary,SB0279
workers’,SB0279
fy,SB0279
expenses,SB0279
2,SB0279
appropriates,SB0279
revenue,SB0279
SB279,SB0279
SB0279,SB0279
its,SB0279
contingent,SB0279
general,SB0280
fund,SB0280
20,SB0280
SB280,SB0280
independent,SB0280
ordinary,SB0280
fy,SB0280
expenses,SB0280
tax,SB0280
2,SB0280
appropriates,SB0280
revenue,SB0280
SB0280,SB0280
tribunal,SB0280
its,SB0280
contingent,SB0280
general,SB0281
fund,SB0281
20,SB0281
SB281,SB0281
SB0281,SB0281
ordinary,SB0281
fy,SB0281
expenses,SB0281
gaming,SB0281
board,SB0281
2,SB0281
appropriates,SB0281
revenue,SB0281
its,SB0281
contingent,SB0281
expenses,SB0282
appropriates,SB0282
stand,SB0282
training,SB0282
SB0282,SB0282
20,SB0282
fy,SB0282
general,SB0282
fund,SB0282
ordinary,SB0282
SB282,SB0282
board,SB0282
2,SB0282
its,SB0282
contingent,SB0282
enforcement,SB0282
enforce,SB0282
revenue,SB0282
standards,SB0282
train,SB0282
bd,SB0282
expenses,SB0283
SB283,SB0283
aut,SB0283
appropriates,SB0283
20,SB0283
fy,SB0283
exposition,SB0283
general,SB0283
fund,SB0283
ordinary,SB0283
2,SB0283
authority,SB0283
its,SB0283
contingent,SB0283
pier,SB0283
metro,SB0283
revenue,SB0283
SB0283,SB0283
metropolitan,SB0283
SB0284,SB0284
general,SB0284
fund,SB0284
20,SB0284
SB284,SB0284
ordinary,SB0284
fy,SB0284
expenses,SB0284
board,SB0284
prisoner,SB0284
review,SB0284
appropriates,SB0284
2,SB0284
revenue,SB0284
its,SB0284
contingent,SB0284
general,SB0285
racing,SB0285
fund,SB0285
20,SB0285
ordinary,SB0285
SB285,SB0285
fy,SB0285
expenses,SB0285
board,SB0285
2,SB0285
appropriates,SB0285
revenue,SB0285
SB0285,SB0285
its,SB0285
contingent,SB0285
general,SB0286
fund,SB0286
20,SB0286
SB286,SB0286
ordinary,SB0286
fy,SB0286
expenses,SB0286
tax,SB0286
property,SB0286
appeal,SB0286
board,SB0286
2,SB0286
appropriates,SB0286
revenue,SB0286
its,SB0286
SB0286,SB0286
contingent,SB0286
SB287,SB0287
general,SB0287
fund,SB0287
il,SB0287
20,SB0287
ordinary,SB0287
southwestern,SB0287
fy,SB0287
expenses,SB0287
2,SB0287
development,SB0287
appropriates,SB0287
revenue,SB0287
authority,SB0287
sw,SB0287
its,SB0287
contingent,SB0287
SB0287,SB0287
contingent,SB0288
general,SB0288
fund,SB0288
20,SB0288
management,SB0288
SB0288,SB0288
ordinary,SB0288
fy,SB0288
expenses,SB0288
emergency,SB0288
SB288,SB0288
2,SB0288
appropriates,SB0288
revenue,SB0288
its,SB0288
agency,SB0288
iema,SB0288
general,SB0289
fund,SB0289
sers,SB0289
20,SB0289
SB289,SB0289
ordinary,SB0289
fy,SB0289
system,SB0289
expenses,SB0289
employees’,SB0289
2,SB0289
appropriates,SB0289
revenue,SB0289
retirement,SB0289
SB0289,SB0289
its,SB0289
contingent,SB0289
general,SB0290
fund,SB0290
20,SB0290
ordinary,SB0290
fy,SB0290
expenses,SB0290
SB0290,SB0290
relations,SB0290
board,SB0290
2,SB0290
appropriates,SB0290
labor,SB0290
revenue,SB0290
SB290,SB0290
its,SB0290
contingent,SB0290
general,SB0291
fund,SB0291
20,SB0291
SB0291,SB0291
ordinary,SB0291
fy,SB0291
expenses,SB0291
board,SB0291
2,SB0291
appropriates,SB0291
revenue,SB0291
merit,SB0291
SB291,SB0291
its,SB0291
police,SB0291
contingent,SB0291
fire,SB0292
general,SB0292
fund,SB0292
20,SB0292
SB0292,SB0292
ordinary,SB0292
fy,SB0292
expenses,SB0292
2,SB0292
appropriates,SB0292
revenue,SB0292
SB292,SB0292
marshal,SB0292
its,SB0292
office,SB0292
contingent,SB0292
general,SB0293
fund,SB0293
20,SB0293
ordinary,SB0293
fy,SB0293
expenses,SB0293
board,SB0293
2,SB0293
appropriates,SB0293
revenue,SB0293
education,SB0293
SB293,SB0293
SB0293,SB0293
its,SB0293
isbe,SB0293
contingent,SB0293
general,SB0294
fund,SB0294
20,SB0294
SB0294,SB0294
ordinary,SB0294
fy,SB0294
system,SB0294
expenses,SB0294
SB294,SB0294
2,SB0294
appropriates,SB0294
revenue,SB0294
teachers’,SB0294
trs,SB0294
retirement,SB0294
its,SB0294
contingent,SB0294
general,SB0295
fund,SB0295
il,SB0295
20,SB0295
ordinary,SB0295
fy,SB0295
expenses,SB0295
SB0295,SB0295
education,SB0295
board,SB0295
appropriates,SB0295
2,SB0295
higher,SB0295
revenue,SB0295
its,SB0295
SB295,SB0295
contingent,SB0295
SB0296,SB0296
general,SB0296
fund,SB0296
chicago,SB0296
csu,SB0296
university,SB0296
20,SB0296
ordinary,SB0296
fy,SB0296
expenses,SB0296
board,SB0296
2,SB0296
appropriates,SB0296
revenue,SB0296
its,SB0296
SB296,SB0296
contingent,SB0296
trustees,SB0296
university,SB0297
general,SB0297
fund,SB0297
20,SB0297
ordinary,SB0297
fy,SB0297
expenses,SB0297
SB0297,SB0297
SB297,SB0297
board,SB0297
2,SB0297
appropriates,SB0297
revenue,SB0297
eiu,SB0297
its,SB0297
eastern,SB0297
contingent,SB0297
trustees,SB0297
governors,SB0298
general,SB0298
fund,SB0298
20,SB0298
university,SB0298
ordinary,SB0298
fy,SB0298
expenses,SB0298
board,SB0298
2,SB0298
appropriates,SB0298
gsu,SB0298
revenue,SB0298
SB0298,SB0298
SB298,SB0298
its,SB0298
contingent,SB0298
trustees,SB0298
university,SB0299
general,SB0299
fund,SB0299
isu,SB0299
20,SB0299
ordinary,SB0299
fy,SB0299
expenses,SB0299
board,SB0299
2,SB0299
appropriates,SB0299
revenue,SB0299
its,SB0299
SB299,SB0299
SB0299,SB0299
contingent,SB0299
trustees,SB0299
university,SB0300
general,SB0300
fund,SB0300
20,SB0300
SB300,SB0300
ordinary,SB0300
northeastern,SB0300
fy,SB0300
expenses,SB0300
SB0300,SB0300
board,SB0300
2,SB0300
appropriates,SB0300
revenue,SB0300
neiu,SB0300
its,SB0300
contingent,SB0300
trustees,SB0300
university,SB0301
general,SB0301
fund,SB0301
20,SB0301
niu,SB0301
ordinary,SB0301
fy,SB0301
expenses,SB0301
board,SB0301
2,SB0301
appropriates,SB0301
revenue,SB0301
northern,SB0301
SB0301,SB0301
its,SB0301
SB301,SB0301
contingent,SB0301
trustees,SB0301
general,SB0302
siu,SB0302
fund,SB0302
southern,SB0302
university,SB0302
20,SB0302
ordinary,SB0302
SB0302,SB0302
fy,SB0302
expenses,SB0302
SB302,SB0302
board,SB0302
2,SB0302
appropriates,SB0302
revenue,SB0302
its,SB0302
contingent,SB0302
trustees,SB0302
general,SB0303
university,SB0303
fund,SB0303
20,SB0303
SB0303,SB0303
ordinary,SB0303
fy,SB0303
expenses,SB0303
board,SB0303
2,SB0303
appropriates,SB0303
revenue,SB0303
its,SB0303
SB303,SB0303
contingent,SB0303
trustees,SB0303
university,SB0304
general,SB0304
fund,SB0304
20,SB0304
SB0304,SB0304
ordinary,SB0304
fy,SB0304
expenses,SB0304
board,SB0304
wiu,SB0304
appropriates,SB0304
revenue,SB0304
2,SB0304
SB304,SB0304
western,SB0304
its,SB0304
contingent,SB0304
trustees,SB0304
SB0305,SB0305
general,SB0305
community,SB0305
fund,SB0305
20,SB0305
college,SB0305
ordinary,SB0305
fy,SB0305
expenses,SB0305
board,SB0305
2,SB0305
appropriates,SB0305
revenue,SB0305
SB305,SB0305
its,SB0305
contingent,SB0305
isac,SB0306
general,SB0306
fund,SB0306
20,SB0306
commission,SB0306
SB306,SB0306
ordinary,SB0306
fy,SB0306
expenses,SB0306
2,SB0306
appropriates,SB0306
revenue,SB0306
assistance,SB0306
SB0306,SB0306
its,SB0306
student,SB0306
contingent,SB0306
,SB0307
il,SB0307
expenses,SB0307
science,SB0307
appropriates,SB0307
mathematics,SB0307
20,SB0307
SB307,SB0307
fy,SB0307
academy,SB0307
math,SB0307
general,SB0307
fund,SB0307
ordinary,SB0307
SB0307,SB0307
2,SB0307
its,SB0307
contingent,SB0307
revenue,SB0307
general,SB0308
fund,SB0308
20,SB0308
ordinary,SB0308
universities,SB0308
surs,SB0308
system,SB0308
fy,SB0308
expenses,SB0308
SB0308,SB0308
2,SB0308
appropriates,SB0308
revenue,SB0308
retirement,SB0308
SB308,SB0308
its,SB0308
contingent,SB0308
serv,SB0309
general,SB0309
fund,SB0309
20,SB0309
SB309,SB0309
civil,SB0309
ordinary,SB0309
universities,SB0309
system,SB0309
fy,SB0309
expenses,SB0309
SB0309,SB0309
2,SB0309
appropriates,SB0309
revenue,SB0309
service,SB0309
its,SB0309
contingent,SB0309
general,SB0310
fund,SB0310
20,SB0310
SB0310,SB0310
ordinary,SB0310
fy,SB0310
expenses,SB0310
SB310,SB0310
assembly,SB0310
2,SB0310
appropriates,SB0310
revenue,SB0310
its,SB0310
contingent,SB0310
general,SB0311
fund,SB0311
committee,SB0311
joint,SB0311
20,SB0311
ordinary,SB0311
fy,SB0311
expenses,SB0311
rules,SB0311
SB0311,SB0311
2,SB0311
appropriates,SB0311
revenue,SB0311
administrative,SB0311
SB311,SB0311
its,SB0311
jcar,SB0311
contingent,SB0311
general,SB0312
fund,SB0312
20,SB0312
commission,SB0312
accountability,SB0312
ordinary,SB0312
SB0312,SB0312
fy,SB0312
expenses,SB0312
SB312,SB0312
cogfa,SB0312
2,SB0312
appropriates,SB0312
revenue,SB0312
its,SB0312
forecasting,SB0312
contingent,SB0312
general,SB0313
fund,SB0313
20,SB0313
commission,SB0313
ordinary,SB0313
fy,SB0313
expenses,SB0313
2,SB0313
appropriates,SB0313
revenue,SB0313
SB0313,SB0313
SB313,SB0313
its,SB0313
audit,SB0313
legislative,SB0313
contingent,SB0313
general,SB0314
20,SB0314
fund,SB0314
ethics,SB0314
commission,SB0314
ordinary,SB0314
SB0314,SB0314
SB314,SB0314
fy,SB0314
expenses,SB0314
2,SB0314
appropriates,SB0314
revenue,SB0314
its,SB0314
legislative,SB0314
contingent,SB0314
general,SB0315
fund,SB0315
20,SB0315
information,SB0315
SB0315,SB0315
ordinary,SB0315
fy,SB0315
system,SB0315
expenses,SB0315
SB315,SB0315
2,SB0315
appropriates,SB0315
revenue,SB0315
lis,SB0315
its,SB0315
legislative,SB0315
contingent,SB0315
SB0316,SB0316
SB316,SB0316
general,SB0316
fund,SB0316
20,SB0316
ordinary,SB0316
fy,SB0316
unit,SB0316
expenses,SB0316
lpu,SB0316
2,SB0316
appropriates,SB0316
revenue,SB0316
its,SB0316
legislative,SB0316
